,index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
3032,3032,2013-12-22,brun,37.0,8.0,38704.0,M,licence,detective,62.4,oui,0
3033,3033,2012-09-01,chatain,35.0,6.0,33435.0,F,master,geologie,60.07,non,1
3034,3034,2014-06-09,brun,13.0,8.0,29003.0,F,master,geologie,90.36,non,0
3035,3035,2011-01-12,brun,39.0,10.0,34024.0,M,licence,detective,77.13,non,1
3036,3036,2013-09-11,blond,24.0,13.0,40154.0,M,master,geologie,94.25,oui,1
3037,3037,2011-11-18,blond,45.0,13.0,32517.0,M,licence,geologie,55.08,non,0
3038,3038,2011-03-25,brun,28.0,9.0,27237.0,F,master,geologie,118.82,non,0
3039,3039,2013-10-27,blond,39.0,5.0,31421.0,M,master,geologie,73.49,non,0
3040,3040,2011-06-05,roux,24.0,12.0,37478.0,F,bac,archeologie,73.08,oui,0
3041,3041,2012-05-28,chatain,31.0,8.0,39443.0,F,doctorat,archeologie,100.91,oui,0
3042,3042,2012-05-10,chatain,42.0,14.0,31750.0,F,master,geologie,95.51,non,0
3043,3043,2010-01-16,brun,34.0,3.0,34257.0,F,master,detective,76.92,non,0
3044,3044,2014-06-06,blond,39.0,7.0,28855.0,M,doctorat,geologie,74.42,non,1
3045,3045,2011-11-10,brun,40.0,12.0,33592.0,,master,forage,70.18,non,0
3046,3046,2014-04-17,brun,49.0,9.0,36613.0,M,doctorat,archeologie,81.4,oui,0
3047,3047,2012-05-20,blond,37.0,7.0,29860.0,M,licence,geologie,74.69,non,0
3048,3048,2011-12-22,brun,28.0,9.0,27489.0,M,master,geologie,91.49,non,0
3049,3049,2012-01-07,brun,46.0,9.0,32074.0,M,licence,geologie,59.14,non,0
3050,3050,2014-05-26,brun,36.0,13.0,28999.0,M,master,forage,79.89,non,1
3051,3051,2014-04-24,brun,35.0,12.0,38743.0,M,bac,geologie,54.78,non,0
3052,3052,2012-05-06,blond,27.0,4.0,32548.0,M,master,geologie,93.2,oui,1
3053,3053,2011-02-01,chatain,20.0,9.0,34483.0,M,doctorat,geologie,69.17,non,0
3054,3054,2010-05-19,brun,41.0,13.0,28571.0,F,master,geologie,77.85,non,0
3055,3055,2014-07-17,chatain,31.0,4.0,,F,licence,detective,54.71,non,0
3056,3056,2012-01-31,chatain,38.0,5.0,34253.0,F,doctorat,geologie,92.32,oui,0
3057,3057,2013-11-30,blond,47.0,6.0,35899.0,M,licence,geologie,69.26,non,0
3058,3058,2011-01-21,blond,41.0,9.0,37327.0,M,licence,geologie,80.88,oui,0
3059,3059,2011-06-03,brun,31.0,8.0,38807.0,M,master,detective,71.12,oui,0
3060,3060,2012-04-02,brun,17.0,10.0,34638.0,F,master,forage,64.61,non,0
3061,3061,2014-01-27,chatain,21.0,8.0,33902.0,F,doctorat,detective,75.65,oui,0
3062,3062,2013-11-13,brun,23.0,12.0,31231.0,F,master,geologie,95.06,non,0
3063,3063,2012-03-11,brun,20.0,9.0,37241.0,F,licence,forage,70.44,non,0
3064,3064,2013-07-16,chatain,15.0,9.0,35961.0,F,master,archeologie,86.13,oui,0
3065,3065,2013-11-14,chatain,28.0,4.0,35947.0,M,master,forage,70.07,oui,0
3066,3066,2011-09-13,brun,25.0,13.0,36686.0,M,master,detective,59.34,oui,0
3067,3067,2013-05-12,brun,43.0,14.0,35513.0,M,master,forage,69.41,oui,0
3068,3068,2014-08-05,chatain,32.0,11.0,40499.0,M,master,detective,73.75,oui,0
3069,3069,2013-08-02,brun,51.0,10.0,35935.0,F,master,detective,81.86,oui,0
3070,3070,2012-11-02,blond,50.0,10.0,34198.0,M,,geologie,76.61,non,0
3071,3071,2014-09-26,roux,35.0,13.0,38682.0,M,bac,geologie,57.59,non,0
3072,3072,2010-12-18,brun,44.0,12.0,44149.0,M,licence,forage,59.84,oui,0
3073,3073,2010-06-28,chatain,40.0,14.0,31005.0,F,doctorat,geologie,78.93,non,0
3074,3074,2014-08-14,chatain,25.0,12.0,30684.0,F,licence,detective,60.31,non,1
3075,3075,2012-03-05,blond,43.0,10.0,28589.0,M,master,geologie,95.47,oui,0
3076,3076,2011-06-18,chatain,45.0,10.0,33500.0,F,master,detective,96.85,non,0
3077,3077,2012-05-16,brun,31.0,8.0,33277.0,F,doctorat,detective,124.61,oui,0
3078,3078,2013-04-30,brun,18.0,5.0,43480.0,M,bac,geologie,60.97,non,0
3079,3079,2013-09-06,roux,46.0,8.0,34135.0,M,bac,geologie,54.73,non,0
3080,3080,2012-07-04,blond,37.0,8.0,37316.0,M,licence,geologie,62.07,non,0
3081,3081,2014-08-27,chatain,40.0,8.0,35528.0,F,master,forage,48.87,non,1
3082,3082,2011-09-20,chatain,42.0,10.0,46964.0,M,licence,geologie,34.16,non,0
3083,3083,2014-12-22,chatain,41.0,7.0,53479.0,M,licence,detective,44.05,oui,0
3084,3084,2012-03-05,brun,22.0,6.0,31932.0,M,master,geologie,72.45,non,0
3085,3085,2013-07-15,chatain,38.0,9.0,32931.0,F,licence,forage,56.83,non,1
3086,3086,2011-01-01,roux,52.0,11.0,29395.0,M,licence,geologie,79.88,oui,0
3087,3087,2010-11-30,brun,54.0,7.0,33800.0,M,master,geologie,84.33,non,0
3088,3088,2010-04-14,chatain,39.0,11.0,25132.0,F,doctorat,geologie,92.53,non,0
3089,3089,2010-12-22,blond,60.0,10.0,39394.0,M,licence,forage,60.04,oui,0
3090,3090,2012-09-20,blond,36.0,7.0,41137.0,M,bac,geologie,57.12,non,0
3091,3091,2011-08-03,blond,40.0,6.0,37792.0,M,licence,archeologie,90.12,non,1
3092,3092,2011-11-02,brun,38.0,9.0,30589.0,F,master,geologie,87.59,non,0
3093,3093,2010-04-03,brun,25.0,11.0,44465.0,F,bac,geologie,82.98,non,0
3094,3094,2012-06-14,chatain,50.0,4.0,31421.0,M,master,forage,60.98,non,1
3095,3095,2014-03-10,blond,34.0,11.0,39005.0,F,licence,forage,72.85,non,0
3096,3096,2011-10-02,brun,29.0,6.0,37131.0,M,licence,forage,51.58,non,0
3097,3097,2010-04-27,brun,24.0,15.0,42258.0,M,licence,forage,44.64,non,0
3098,3098,2011-01-25,blond,53.0,10.0,26540.0,F,licence,geologie,88.26,non,0
3099,3099,2013-11-22,chatain,51.0,12.0,26949.0,M,master,geologie,81.27,non,0
3100,3100,2012-08-22,brun,36.0,9.0,35183.0,M,doctorat,forage,97.5,oui,0
3101,3101,2014-12-20,brun,40.0,9.0,34835.0,F,master,archeologie,90.94,oui,0
3102,3102,2012-03-13,brun,27.0,16.0,33327.0,F,licence,geologie,89.46,non,0
3103,3103,2012-04-18,blond,23.0,11.0,26589.0,F,master,detective,107.41,oui,0
3104,3104,2013-05-10,brun,51.0,10.0,41604.0,F,licence,archeologie,58.1,oui,0
3105,3105,2010-07-21,brun,51.0,8.0,28505.0,M,master,geologie,84.98,non,0
3106,3106,2010-07-09,blond,48.0,11.0,39980.0,M,licence,detective,89.3,oui,1
3107,3107,2014-04-03,chatain,43.0,3.0,41269.0,M,master,detective,78.63,oui,0
3108,3108,2011-07-05,brun,38.0,12.0,30530.0,M,master,forage,98.2,oui,0
3109,3109,2011-12-04,brun,52.0,6.0,38544.0,F,licence,archeologie,61.34,oui,0
3110,3110,2010-05-04,blond,34.0,11.0,35319.0,M,bac,geologie,62.81,non,0
3111,3111,2012-11-23,roux,22.0,15.0,33666.0,M,licence,geologie,69.08,non,0
3112,3112,2014-09-27,chatain,45.0,13.0,35523.0,M,master,geologie,63.82,non,0
3113,3113,2014-07-31,blond,,15.0,31091.0,F,licence,geologie,65.86,non,0
3114,3114,2014-12-22,brun,33.0,9.0,36626.0,M,master,geologie,81.56,oui,0
3115,3115,2011-04-27,roux,43.0,5.0,34531.0,M,bac,geologie,51.45,non,0
3116,3116,2012-09-08,blond,27.0,9.0,28742.0,F,master,archeologie,119.15,oui,0
3117,3117,2014-05-14,brun,44.0,11.0,34272.0,F,master,archeologie,95.16,oui,0
3118,3118,2012-09-05,chatain,50.0,12.0,33518.0,F,master,forage,92.21,non,0
3119,3119,2011-05-11,brun,36.0,9.0,40312.0,M,master,detective,67.99,oui,0
3120,3120,2014-02-08,brun,55.0,9.0,31698.0,F,licence,geologie,83.28,non,0
3121,3121,2010-07-19,blond,19.0,12.0,32495.0,M,licence,geologie,83.13,non,1
3122,3122,2010-08-13,blond,30.0,12.0,37442.0,F,licence,detective,78.31,non,0
3123,3123,2014-12-04,chatain,37.0,8.0,35083.0,F,licence,forage,62.5,non,0
3124,3124,2012-05-03,chatain,35.0,15.0,41377.0,F,licence,detective,58.0,oui,0
3125,3125,2014-10-31,roux,21.0,12.0,37627.0,M,bac,geologie,52.55,non,0
3126,3126,2010-03-22,brun,36.0,9.0,46355.0,F,licence,detective,77.5,oui,0
3127,3127,2013-07-12,chatain,42.0,11.0,36344.0,M,master,forage,76.61,oui,0
3128,3128,2011-04-28,chatain,28.0,10.0,33732.0,M,doctorat,geologie,92.71,oui,0
3129,3129,2011-06-21,roux,26.0,9.0,39280.0,M,bac,detective,61.39,non,0
3130,3130,2013-09-02,chatain,24.0,9.0,36628.0,M,master,forage,49.3,oui,0
3131,3131,2010-03-21,chatain,41.0,10.0,44261.0,F,licence,forage,69.31,non,0
3132,3132,2014-10-24,chatain,32.0,9.0,34249.0,M,master,geologie,64.47,non,0
3133,3133,2012-11-01,brun,33.0,11.0,32460.0,F,licence,geologie,78.1,non,0
3134,3134,2011-01-21,brun,24.0,8.0,36901.0,F,master,detective,87.85,,0
3135,3135,2014-03-16,brun,22.0,10.0,33631.0,F,master,archeologie,81.94,oui,0
3136,3136,2012-01-17,chatain,34.0,11.0,29677.0,F,doctorat,geologie,95.86,oui,0
3137,3137,2010-11-02,chatain,47.0,7.0,33742.0,F,doctorat,detective,92.96,oui,0
3138,3138,2010-03-02,blond,39.0,12.0,35491.0,M,licence,geologie,55.31,non,0
3139,3139,2010-03-23,chatain,42.0,12.0,33636.0,M,master,geologie,82.12,non,0
3140,3140,2014-09-23,blond,28.0,11.0,35458.0,F,licence,geologie,78.4,non,1
3141,3141,2010-08-11,brun,48.0,13.0,43957.0,M,licence,geologie,64.23,non,0
3142,3142,2014-09-08,chatain,46.0,15.0,39925.0,M,doctorat,detective,67.37,oui,0
3143,3143,2012-07-05,blond,29.0,7.0,36778.0,M,licence,geologie,65.51,oui,0
3144,3144,2013-05-04,blond,43.0,10.0,39342.0,M,bac,forage,54.37,non,0
3145,3145,2010-01-01,brun,42.0,6.0,38102.0,M,licence,geologie,72.46,non,0
3146,3146,2010-01-02,chatain,24.0,10.0,40823.0,M,master,geologie,61.18,oui,0
3147,3147,2012-07-10,chatain,35.0,7.0,34910.0,M,master,geologie,93.67,oui,0
3148,3148,2010-11-18,blond,27.0,6.0,39980.0,M,licence,geologie,93.08,oui,1
3149,3149,2012-07-04,brun,27.0,13.0,31675.0,F,licence,archeologie,78.62,non,0
3150,3150,2011-08-19,blond,23.0,10.0,39139.0,F,licence,archeologie,66.45,oui,0
3151,3151,2010-02-15,brun,14.0,6.0,33159.0,M,doctorat,detective,,oui,0
3152,3152,2014-03-21,brun,41.0,9.0,30483.0,F,licence,geologie,76.7,non,0
3153,3153,2012-08-02,chatain,44.0,10.0,31270.0,M,licence,detective,67.48,non,1
3154,3154,2014-10-07,blond,41.0,8.0,40260.0,M,licence,geologie,37.83,non,0
3155,3155,2010-12-18,brun,47.0,3.0,31389.0,M,master,geologie,93.88,oui,0
3156,3156,2012-10-31,blond,60.0,7.0,42835.0,M,licence,detective,52.98,non,0
3157,3157,2011-11-29,brun,29.0,8.0,36800.0,M,master,forage,111.65,oui,0
3158,3158,2013-05-06,brun,33.0,6.0,34353.0,F,licence,geologie,90.8,non,0
3159,3159,2011-08-31,brun,26.0,13.0,37389.0,M,bac,geologie,62.18,non,0
3160,3160,2011-11-01,chatain,28.0,9.0,33382.0,F,doctorat,geologie,86.28,oui,0
3161,3161,2010-08-13,brun,47.0,11.0,36525.0,M,master,detective,77.27,oui,0
3162,3162,2013-06-30,chatain,35.0,10.0,31587.0,F,master,geologie,81.31,non,0
3163,3163,2014-05-31,blond,35.0,5.0,43442.0,F,licence,geologie,71.82,oui,1
3164,3164,2014-08-17,brun,28.0,8.0,40824.0,F,licence,archeologie,66.02,oui,0
3165,3165,2013-05-13,roux,34.0,10.0,31453.0,F,bac,forage,73.58,non,0
3166,3166,2012-06-14,brun,40.0,8.0,36428.0,M,licence,geologie,54.73,non,0
3167,3167,2014-10-30,brun,25.0,10.0,29861.0,M,master,geologie,68.55,non,1
3168,3168,2012-05-26,brun,43.0,0.0,30491.0,M,master,geologie,71.65,non,0
3169,3169,2013-03-12,blond,26.0,7.0,42214.0,F,master,geologie,81.49,oui,1
3170,3170,2012-01-23,chatain,28.0,13.0,37149.0,M,licence,geologie,50.49,non,0
3171,3171,2010-03-02,blond,41.0,5.0,30931.0,F,licence,detective,78.19,non,0
3172,3172,2012-04-12,chatain,2.0,5.0,39448.0,F,doctorat,archeologie,92.02,oui,0
3173,3173,2012-03-31,blond,33.0,12.0,37966.0,M,licence,forage,81.3,oui,0
3174,3174,2011-11-26,brun,29.0,8.0,38460.0,M,master,geologie,58.96,oui,0
3175,3175,2012-04-20,blond,36.0,7.0,28374.0,F,master,archeologie,94.4,oui,0
3176,3176,2014-12-12,brun,26.0,10.0,40848.0,F,doctorat,archeologie,100.34,oui,0
3177,3177,2011-11-17,roux,37.0,7.0,42342.0,M,bac,geologie,54.89,non,0
3178,3178,2012-01-17,brun,20.0,11.0,34981.0,M,licence,geologie,80.76,non,0
3179,3179,2010-07-09,brun,41.0,7.0,41019.0,M,master,geologie,82.89,oui,0
3180,3180,2014-01-04,blond,36.0,8.0,44421.0,M,bac,archeologie,62.19,oui,0
3181,3181,2011-10-11,chatain,45.0,12.0,34561.0,M,master,geologie,84.8,non,0
3182,3182,2014-09-26,brun,28.0,6.0,33275.0,F,licence,forage,55.85,non,0
3183,3183,2011-01-13,roux,38.0,11.0,36529.0,M,licence,detective,103.44,oui,1
3184,3184,2014-12-14,brun,48.0,11.0,41481.0,M,licence,geologie,62.31,non,0
3185,3185,2012-03-20,roux,41.0,11.0,39431.0,M,bac,geologie,30.08,non,0
3186,3186,2013-01-29,blond,42.0,14.0,35674.0,M,licence,detective,77.73,oui,0
3187,3187,2010-09-05,brun,57.0,9.0,36291.0,M,licence,detective,64.62,non,0
3188,3188,2012-03-25,roux,49.0,13.0,28482.0,M,bac,geologie,46.09,non,0
3189,3189,2013-09-25,brun,36.0,9.0,41152.0,M,master,detective,79.82,oui,0
3190,3190,2011-12-03,roux,40.0,11.0,40562.0,M,bac,geologie,34.95,non,0
3191,3191,2013-04-12,brun,25.0,11.0,30976.0,M,master,forage,76.9,oui,0
3192,3192,2010-10-18,roux,28.0,4.0,28656.0,M,licence,geologie,88.6,non,0
3193,3193,2010-02-08,blond,35.0,6.0,42092.0,M,licence,forage,42.05,oui,0
3194,3194,2014-10-20,roux,34.0,7.0,38202.0,,bac,geologie,49.13,non,0
3195,3195,2010-04-27,blond,28.0,13.0,44939.0,M,bac,geologie,61.85,non,0
3196,3196,2014-10-30,blond,58.0,4.0,19242.0,M,doctorat,geologie,106.32,non,0
3197,3197,2011-01-26,blond,31.0,13.0,30324.0,M,doctorat,geologie,88.61,oui,1
3198,3198,2012-04-08,chatain,40.0,12.0,30373.0,F,doctorat,detective,99.7,oui,0
3199,3199,2012-05-27,chatain,32.0,10.0,35447.0,M,master,geologie,72.74,non,1
3200,3200,2014-08-24,chatain,20.0,3.0,37869.0,F,master,detective,68.06,oui,0
3201,3201,2014-12-22,roux,22.0,,35471.0,M,master,geologie,108.51,oui,1
3202,3202,2010-03-19,blond,43.0,9.0,40631.0,M,master,geologie,92.36,oui,1
3203,3203,2014-07-06,blond,59.0,12.0,42165.0,M,licence,geologie,84.44,oui,1
3204,3204,2014-03-18,blond,29.0,10.0,30983.0,F,licence,archeologie,88.98,non,0
3205,3205,2014-03-08,chatain,29.0,8.0,32499.0,F,master,detective,33.83,non,1
3206,3206,2010-03-15,chatain,33.0,10.0,42134.0,F,master,detective,70.41,oui,0
3207,3207,2013-05-08,chatain,31.0,5.0,34873.0,F,master,geologie,94.07,non,0
3208,3208,2013-07-12,brun,16.0,10.0,34092.0,M,master,geologie,72.5,non,0
3209,3209,2013-07-12,chatain,20.0,11.0,24955.0,F,doctorat,detective,98.22,oui,0
3210,3210,2010-08-30,blond,39.0,7.0,29133.0,F,master,detective,90.46,non,0
3211,3211,2011-02-24,blond,48.0,11.0,39316.0,M,licence,archeologie,87.27,oui,0
3212,3212,2011-05-27,chatain,35.0,5.0,35122.0,M,doctorat,forage,76.64,oui,0
3213,3213,2014-02-22,brun,54.0,10.0,32286.0,F,master,forage,76.28,non,0
3214,3214,2012-03-07,brun,47.0,8.0,30115.0,M,master,geologie,75.82,non,1
3215,3215,2012-08-10,blond,34.0,11.0,30748.0,M,master,forage,92.19,oui,0
3216,3216,2011-03-03,blond,36.0,10.0,28962.0,F,bac,geologie,,non,0
3217,3217,2014-03-14,chatain,36.0,8.0,25791.0,F,doctorat,forage,100.03,oui,0
3218,3218,2013-07-01,brun,,7.0,37585.0,M,licence,geologie,58.45,non,0
3219,3219,2012-08-23,chatain,47.0,12.0,28912.0,F,doctorat,detective,108.93,oui,0
3220,3220,2014-03-24,blond,48.0,12.0,26394.0,F,licence,geologie,76.79,non,0
3221,3221,2014-05-19,brun,38.0,14.0,33441.0,M,master,geologie,52.41,non,0
3222,3222,2012-02-03,roux,26.0,17.0,31224.0,F,licence,forage,77.49,non,0
3223,3223,2011-01-16,blond,34.0,10.0,37138.0,M,licence,geologie,53.71,non,0
3224,3224,2014-01-23,blond,30.0,13.0,30980.0,F,bac,geologie,78.53,non,0
3225,3225,2013-11-03,chatain,34.0,17.0,44628.0,M,master,detective,53.76,oui,0
3226,3226,2010-08-22,brun,15.0,10.0,36482.0,F,master,forage,98.16,oui,0
3227,3227,2013-08-27,brun,42.0,5.0,43127.0,F,master,archeologie,84.27,oui,0
3228,3228,2012-01-17,brun,30.0,9.0,35119.0,F,licence,forage,105.9,non,0
3229,3229,2012-09-03,chatain,39.0,10.0,34984.0,F,doctorat,detective,87.7,oui,0
3230,3230,2010-05-24,chatain,34.0,6.0,34073.0,M,doctorat,geologie,74.42,oui,0
3231,3231,2011-08-04,roux,43.0,8.0,38075.0,M,,geologie,111.36,oui,1
3232,3232,2012-02-04,brun,30.0,4.0,35225.0,M,master,geologie,85.35,non,0
3233,3233,2013-10-04,roux,43.0,7.0,41202.0,M,bac,geologie,59.86,non,0
3234,3234,2014-10-30,blond,51.0,8.0,43086.0,M,licence,detective,49.7,oui,0
3235,3235,2014-03-27,brun,35.0,11.0,29067.0,M,doctorat,geologie,96.98,oui,0
3236,3236,2012-07-08,chatain,36.0,8.0,42566.0,F,licence,detective,64.67,non,0
3237,3237,2012-07-21,blond,35.0,9.0,41959.0,F,licence,geologie,80.8,oui,1
3238,3238,2011-06-26,chatain,38.0,4.0,43693.0,F,bac,geologie,27.86,non,0
3239,3239,2010-03-24,chatain,12.0,3.0,36922.0,M,doctorat,detective,101.09,oui,0
3240,3240,2014-06-03,blond,47.0,9.0,39645.0,M,licence,detective,75.92,oui,0
3241,3241,2011-06-14,chatain,42.0,11.0,36764.0,F,licence,geologie,79.27,non,0
3242,3242,2010-05-11,brun,14.0,5.0,30643.0,M,master,geologie,77.08,non,1
3243,3243,2011-06-17,chatain,34.0,10.0,44106.0,M,doctorat,detective,91.84,oui,0
3244,3244,2012-09-14,brun,45.0,9.0,30983.0,M,licence,archeologie,70.63,non,1
3245,3245,2011-04-04,brun,27.0,9.0,30355.0,F,master,detective,82.05,non,0
3246,3246,2010-08-13,blond,37.0,9.0,37405.0,M,licence,detective,75.58,oui,0
3247,3247,2013-12-05,chatain,18.0,9.0,38720.0,M,doctorat,forage,80.81,oui,0
3248,3248,2013-09-11,chatain,40.0,16.0,36370.0,M,licence,geologie,50.63,non,0
3249,3249,2012-07-18,roux,33.0,9.0,38014.0,F,bac,forage,73.2,non,0
3250,3250,2013-09-07,chatain,25.0,11.0,36782.0,F,master,archeologie,74.53,oui,0
3251,3251,2014-01-08,brun,21.0,5.0,29071.0,F,master,detective,78.36,oui,0
3252,3252,2012-06-10,chatain,45.0,17.0,33748.0,F,master,archeologie,77.52,non,0
3253,3253,2010-06-11,brun,54.0,9.0,33618.0,F,licence,detective,81.56,non,0
3254,3254,,brun,39.0,14.0,35294.0,M,master,geologie,66.88,non,1
3255,3255,2013-09-19,chatain,28.0,8.0,37418.0,F,master,detective,94.66,oui,0
3256,3256,2014-06-14,blond,45.0,9.0,38598.0,F,licence,forage,84.73,oui,1
3257,3257,2013-04-02,brun,32.0,3.0,41066.0,F,bac,geologie,67.67,non,0
3258,3258,2012-06-07,brun,43.0,14.0,29218.0,F,master,detective,90.17,oui,0
3259,3259,2013-08-31,brun,35.0,9.0,36416.0,M,master,geologie,70.94,oui,0
3260,3260,2011-09-23,blond,48.0,14.0,31959.0,M,master,forage,80.12,oui,0
3261,3261,2014-06-15,roux,19.0,10.0,29411.0,M,bac,geologie,46.53,non,0
3262,3262,2010-03-04,brun,30.0,10.0,34378.0,F,licence,forage,68.4,non,0
3263,3263,2014-09-05,chatain,54.0,11.0,31556.0,F,master,geologie,52.15,non,1
3264,3264,2012-03-10,blond,53.0,11.0,33049.0,M,master,detective,93.21,oui,0
3265,3265,2012-01-30,brun,39.0,7.0,30298.0,M,master,geologie,70.02,non,0
3266,3266,2010-12-10,brun,35.0,7.0,36947.0,M,licence,geologie,77.85,non,0
3267,3267,2014-07-26,brun,23.0,15.0,33824.0,F,licence,geologie,73.77,non,0
3268,3268,2012-10-12,brun,41.0,,36719.0,M,master,geologie,76.99,oui,0
3269,3269,2014-09-13,blond,38.0,8.0,35683.0,F,bac,archeologie,75.68,non,1
3270,3270,2014-08-02,chatain,41.0,9.0,35148.0,F,master,geologie,68.19,non,0
3271,3271,2013-05-28,blond,26.0,8.0,43786.0,M,master,geologie,81.56,oui,1
3272,3272,2013-08-04,roux,32.0,11.0,28334.0,M,licence,forage,93.11,non,0
3273,3273,2010-12-31,chatain,31.0,9.0,42223.0,F,licence,forage,58.27,oui,1
3274,3274,2010-11-29,roux,38.0,11.0,39731.0,M,licence,forage,96.28,oui,1
3275,3275,2011-05-12,blond,43.0,11.0,34984.0,F,bac,geologie,63.36,non,0
3276,3276,2012-01-23,chatain,25.0,4.0,39361.0,F,licence,detective,60.5,non,0
3277,3277,2011-12-20,brun,26.0,16.0,41785.0,F,licence,archeologie,95.31,oui,0
3278,3278,2011-03-18,blond,29.0,11.0,26816.0,M,master,geologie,102.56,oui,0
3279,3279,2011-07-08,blond,27.0,13.0,40457.0,M,master,detective,73.23,oui,0
3280,3280,2010-09-28,chatain,54.0,9.0,,F,licence,archeologie,67.23,non,1
3281,3281,2010-10-20,blond,24.0,10.0,35858.0,M,licence,detective,66.49,oui,0
3282,3282,2010-06-08,blond,38.0,8.0,35246.0,M,licence,detective,56.38,non,0
3283,3283,2011-09-17,brun,30.0,10.0,38783.0,M,licence,geologie,68.51,non,0
3284,3284,2013-02-03,blond,42.0,6.0,34041.0,M,licence,geologie,59.95,non,0
3285,3285,2013-07-28,roux,37.0,7.0,39308.0,M,licence,geologie,60.69,oui,0
3286,3286,2013-06-03,blond,34.0,7.0,26654.0,F,master,geologie,74.52,non,0
3287,3287,2013-10-01,chatain,36.0,8.0,35310.0,M,master,geologie,53.18,non,0
3288,3288,2014-10-06,chatain,31.0,11.0,36339.0,M,licence,geologie,56.31,non,0
3289,3289,2011-10-29,blond,33.0,10.0,30684.0,M,master,geologie,96.41,non,0
3290,3290,2010-02-13,roux,43.0,11.0,33571.0,M,licence,forage,92.14,non,1
3291,3291,2012-04-14,blond,42.0,11.0,32165.0,M,licence,geologie,65.88,non,0
3292,3292,2012-03-30,brun,44.0,8.0,40746.0,M,licence,geologie,77.35,oui,0
3293,3293,2010-08-02,chatain,26.0,9.0,27433.0,F,doctorat,detective,91.16,oui,0
3294,3294,2014-02-01,blond,35.0,11.0,38258.0,M,master,forage,102.93,oui,1
3295,3295,2010-06-20,brun,44.0,11.0,34529.0,F,master,forage,69.9,non,0
3296,3296,2013-12-23,blond,28.0,7.0,37388.0,M,master,detective,72.09,oui,0
3297,3297,2011-01-26,chatain,31.0,10.0,35061.0,F,doctorat,detective,100.36,oui,0
3298,3298,2012-05-11,blond,43.0,12.0,42532.0,M,licence,forage,63.75,oui,0
3299,3299,2013-03-02,chatain,32.0,11.0,31653.0,F,master,forage,60.65,non,1
3300,3300,2010-11-13,brun,47.0,13.0,30660.0,F,master,detective,83.85,non,0
3301,3301,2013-12-14,roux,37.0,10.0,35279.0,M,bac,forage,64.97,non,0
3302,3302,2010-03-12,blond,32.0,16.0,31653.0,F,master,detective,82.24,oui,0
3303,3303,2012-11-10,chatain,44.0,10.0,34525.0,M,doctorat,geologie,73.93,oui,0
3304,3304,2013-05-18,chatain,32.0,9.0,38213.0,M,doctorat,detective,72.6,oui,0
3305,3305,2014-08-24,brun,45.0,11.0,37460.0,M,licence,geologie,51.21,non,0
3306,3306,2011-07-24,chatain,43.0,6.0,32957.0,F,master,geologie,82.37,non,0
3307,3307,2013-10-22,brun,27.0,10.0,36574.0,M,licence,geologie,37.85,non,0
3308,3308,2013-10-16,blond,27.0,11.0,39646.0,M,licence,geologie,62.98,non,0
3309,3309,2010-06-24,blond,28.0,9.0,42075.0,F,bac,detective,66.88,non,0
3310,3310,2011-05-27,blond,31.0,8.0,38445.0,M,bac,forage,43.45,non,0
3311,3311,2011-03-17,blond,42.0,13.0,27123.0,M,master,geologie,75.86,non,0
3312,3312,2013-09-02,chatain,37.0,6.0,40964.0,M,master,geologie,84.34,oui,0
3313,3313,2012-09-19,blond,29.0,5.0,25713.0,M,doctorat,geologie,99.34,oui,0
3314,3314,2014-05-20,blond,21.0,4.0,29069.0,F,licence,geologie,88.11,non,0
3315,3315,2012-12-11,brun,24.0,13.0,40436.0,F,master,geologie,66.82,oui,1
3316,3316,2011-07-09,brun,20.0,8.0,41253.0,M,licence,geologie,51.25,non,0
3317,3317,2011-02-01,blond,57.0,10.0,40807.0,M,master,detective,59.91,oui,0
3318,3318,2014-02-22,blond,45.0,7.0,36248.0,M,licence,geologie,58.66,non,0
3319,3319,2010-07-07,blond,30.0,9.0,34397.0,M,master,detective,87.2,oui,0
3320,3320,2013-09-10,chatain,45.0,9.0,38264.0,F,licence,forage,59.93,non,0
3321,3321,2014-05-18,blond,45.0,12.0,35151.0,F,master,archeologie,73.39,oui,0
3322,3322,2013-03-13,brun,35.0,10.0,34705.0,M,master,detective,77.9,oui,0
3323,3323,2012-11-02,chatain,45.0,14.0,34192.0,M,master,detective,76.49,oui,0
3324,3324,2014-02-02,chatain,52.0,12.0,30612.0,F,doctorat,detective,86.98,oui,0
3325,3325,2011-09-09,chatain,44.0,8.0,32941.0,F,master,geologie,67.05,non,1
3326,3326,2011-03-28,chatain,42.0,13.0,36455.0,M,master,geologie,76.87,oui,0
3327,3327,2014-06-17,chatain,44.0,7.0,34611.0,F,master,geologie,68.04,non,0
3328,3328,2011-03-11,blond,43.0,7.0,36475.0,M,licence,forage,85.22,oui,0
3329,3329,2013-12-09,brun,39.0,11.0,30918.0,M,master,geologie,63.73,non,1
3330,3330,2010-04-29,chatain,36.0,10.0,43581.0,F,licence,archeologie,70.37,oui,0
